Date,Route,Rating,Notes,URL,Pitches,Location,Lat and long
2020-08-31,Cowboys Don't Shoot Straight,5.11a,"Thoughtful, great route.  Definitely better than **",https://www.mountainproject.com/route/106544082/cowboys-dont-shoot-straight,1,Wyoming > Lander Area > Wild Iris > The Main Wall > G. Cowboy Poetry,"42.58494, -108.73151"
2020-09-05,Shady Wall Route list,5.13b,"Ooze (S DNF)
Kraken
Slash and Burn
J all OS",https://www.mountainproject.com/route/113857969/shady-wall-route-list,3,Wyoming > Teton Canyon > Shady Wall; Route List,"43.75262, -110.91846"
2020-09-08,S.O.S.,5.10b/c,,https://www.mountainproject.com/route/106001262/sos,1,Wyoming > Teton Canyon > Grand Wall,"43.75533, -110.91315"
2020-09-19,Spot,5.11a/b,,https://www.mountainproject.com/route/107307170/spot,1,Idaho > South Idaho > City of Rocks > Electric Avenue,"42.06787, -113.70513"
2020-09-19,Fido,5.11c,,https://www.mountainproject.com/route/107592131/fido,1,Idaho > South Idaho > City of Rocks > Electric Avenue,"42.06787, -113.70513"
2020-09-20,Inspiration or Perspiration,5.12b,Team SP onsight,https://www.mountainproject.com/route/109166242/inspiration-or-perspiration,1,Idaho > South Idaho > City of Rocks > Parking Lot Rock > Parking Lot Rock - Northeast,"42.08386, -113.72246"
2020-09-20,Singapore,5.11a PG13,Pumpy,https://www.mountainproject.com/route/105945642/singapore,1,Idaho > South Idaho > City of Rocks > Window Rock > Window Rock - West,"42.08533, -113.72273"
2020-09-21,Redtail,5.11a,J direct start. Blind right side crimp yay. 80 works. 4 shoulder length to belay from the ground.,https://www.mountainproject.com/route/105742076/redtail,1,Idaho > South Idaho > City of Rocks > Rabbit Rock > Rabbit Rock - Southwest,"42.08358, -113.72075"
2020-09-21,Thin Slice,5.10a,,https://www.mountainproject.com/route/105741581/thin-slice,1,Idaho > South Idaho > City of Rocks > Parking Lot Rock > Parking Lot Rock - Northeast,"42.08386, -113.72246"
2020-09-21,Prepare for Soaring Seagulls,5.10d,Excellent route. ,https://www.mountainproject.com/route/105741056/prepare-for-soaring-seagulls,1,Idaho > South Idaho > City of Rocks > Elephant Rock > Elephant Rock - North,"42.06716, -113.7094"
2020-09-21,Beware of Nesting Egos,5.11b PG13,Followed clean. Still my City fave,https://www.mountainproject.com/route/105835842/beware-of-nesting-egos,1,Idaho > South Idaho > City of Rocks > Elephant Rock > Elephant Rock - North,"42.06716, -113.7094"
2020-09-21,The Pygmies Got Stoned,5.10a,,https://www.mountainproject.com/route/105741854/the-pygmies-got-stoned,1,Idaho > South Idaho > City of Rocks > Elephant Rock > Elephant Rock - East,"42.06739, -113.70894"
2020-10-03,Harvest,5.11a,With Seth. Legit Yosemite 11-.  Felt safe rapping with current slings.,https://www.mountainproject.com/route/106216192/harvest,1,Idaho > South Idaho > City of Rocks > Window Rock > Window Rock - West,"42.08533, -113.72273"
2020-10-03,Stretch Marks,5.9,,https://www.mountainproject.com/route/106183768/stretch-marks,1,Idaho > South Idaho > City of Rocks > Breadloaves > Upper Breadloaves - West,"42.08797, -113.72939"
2020-10-03,Tel Aviv,5.12b/c,Seth flashed in the sun,https://www.mountainproject.com/route/107713345/tel-aviv,1,Idaho > South Idaho > City of Rocks > Breadloaves > Upper Breadloaves - West,"42.08797, -113.72939"
2020-10-03,Aspen Leaf,5.10a,With Seth! Pumpy but good stems,https://www.mountainproject.com/route/106183772/aspen-leaf,2,Idaho > South Idaho > City of Rocks > Breadloaves > Upper Breadloaves - West,"42.08797, -113.72939"
2020-10-04,Coyote Corner,5.8,Awkward in a great warm up kinda way ***,https://www.mountainproject.com/route/105795525/coyote-corner,1,Idaho > South Idaho > City of Rocks > Rabbit Rock > Rabbit Rock -West,"42.08358, -113.72075"
2020-10-04,Just Another Pretty Face,5.10c/d,Seth led. Me tronsight. Spectacular slabtastic climbing. And I hate slab.,https://www.mountainproject.com/route/105740954/just-another-pretty-face,1,Idaho > South Idaho > City of Rocks > Parking Lot Rock > Parking Lot Rock - East,"42.08342, -113.72222"
2020-10-05,Interceptor,5.11a,"With Seth. Traverse yay. Finger section boo.
Sexy purple hex.

Purple grey tcu blue totem for the crux",https://www.mountainproject.com/route/106002801/interceptor,1,Idaho > South Idaho > City of Rocks > Breadloaves > Upper Broadloaves - North,"42.08838, -113.7291"
2020-10-11,Black Thing,5.11b,J only + 6p for all the unlisted wolftone routes,https://www.mountainproject.com/route/105848947/black-thing,7,Idaho > South Idaho > Twin Falls and the Snake River Canyon > Dierkes Lake > The Alcove,"42.5974, -114.39049"
2020-10-11,Sanitary Landfill,5.10b,Such a great warmup,https://www.mountainproject.com/route/105850082/sanitary-landfill,1,Idaho > South Idaho > Twin Falls and the Snake River Canyon > Dierkes Lake > The Alcove,"42.5974, -114.39049"
2020-10-11,Shotgun Wedding,5.10c,Excellent and stiff roof.  10+,https://www.mountainproject.com/route/105850088/shotgun-wedding,1,Idaho > South Idaho > Twin Falls and the Snake River Canyon > Dierkes Lake > The Alcove,"42.5974, -114.39049"
2020-10-11,Get a Life,5.11a,Techy crux. I can imagine how awesome this would have still been while not high.  The 10b/11a/10c are all excellent.  ,https://www.mountainproject.com/route/105850085/get-a-life,1,Idaho > South Idaho > Twin Falls and the Snake River Canyon > Dierkes Lake > The Alcove,"42.5974, -114.39049"
2020-10-16,Kill the Wabbit,5.1,Gear to 2. Splitter. :),https://www.mountainproject.com/route/118890027/kill-the-wabbit,1,Idaho > South Idaho > Connor Columns,"42.3365, -113.48625"
2020-10-16,Baggy Eyes,5.9,Single to 2”.  Snake anxious,https://www.mountainproject.com/route/118890082/baggy-eyes,1,Idaho > South Idaho > Connor Columns,"42.3365, -113.48625"
2020-10-17,Women's Semi-Qualifier,5.11+,Jammie friendly ,https://www.mountainproject.com/route/108192095/womens-semi-qualifier,1,Idaho > South Idaho > Castle Rocks > East Sector > Comp Rock > The Comp Wall,"42.13546, -113.66962"
2020-10-18,How I Spent My Summer Vacation,5.12b/c,S flash. J fell sent above the 1st bolt.  ,https://www.mountainproject.com/route/106428154/how-i-spent-my-summer-vacation,1,Idaho > South Idaho > City of Rocks > Slabbage Patch,"42.07858, -113.71532"
2020-10-18,Chomping at the Bit,5.11a,"Black totem, green yellow alien",https://www.mountainproject.com/route/105866159/chomping-at-the-bit,1,Idaho > South Idaho > City of Rocks > Transformer Corridor,"42.078, -113.71315"
2020-10-18,The Slabbage Patch,5.10d,"Red 1 or 4 camalot.

Long slings for a TR over the edge.",https://www.mountainproject.com/route/109342383/the-slabbage-patch,1,Idaho > South Idaho > City of Rocks > Slabbage Patch,"42.07858, -113.71532"
2020-10-18,Quest for Fire,5.10c,J OS in his approach shoes.  S stuck in the scoop by the 1st bolt forever.  ,https://www.mountainproject.com/route/105799356/quest-for-fire,1,Idaho > South Idaho > City of Rocks > Flaming Rock,"42.07673, -113.7137"
2020-10-18,Firewater,5.11b,,https://www.mountainproject.com/route/105799349/firewater,1,Idaho > South Idaho > City of Rocks > Flaming Rock,"42.07673, -113.7137"
2020-10-31,Allison Wonderland,5.10c,,https://www.mountainproject.com/route/109899614/allison-wonderland,1,Idaho > West Idaho > Black Cliffs > Scary Canyon,"43.53171, -116.07494"
2020-10-31,Simple Physics,5.10a,Stemmy fun,https://www.mountainproject.com/route/109899595/simple-physics,1,Idaho > West Idaho > Black Cliffs > Scary Canyon,"43.53171, -116.07494"
2020-11-22,La Roca Mas Fina,5.12a,Tough layback/body jamming. Would have been gnarly without bolts. Thanks for adding!  ,https://www.mountainproject.com/route/119027345/la-roca-mas-fina,5,Nevada > Western Nevada > The Wild Granites > The Toiyabe Fitzroy,"39.07135, -117.2136"
2020-11-24,Levitation 29,5.11b/c,"Link 1-2,3-4,5-6,7-8,no simuling on a 70. Only gear needed yellow offset nut, 15 draws, 3 alpines, zero cams. 3.5 hours from summit to car. Worth the walk 100%.",https://www.mountainproject.com/route/105732443/levitation-29,9,Nevada > Southern Nevada > Red Rocks > (12) Oak Creek Canyon > Eagle Wall,"36.10438, -115.49498"
2020-11-28,The Nightcrawler,5.10+,Sun on p1 in late November.  Chilly but doable.  2.5 from the summit down the gunsight at a casual pace with many snack breaks. Singles to 2 with an extra yellow/blue totem. No nuts. Purple tcu yes. ,https://www.mountainproject.com/route/105920684/the-nightcrawler,5,Nevada > Southern Nevada > Red Rocks > (11) Juniper Canyon > Brownstone Wall,"36.11483, -115.4957"
2020-11-29,Bus Stops Here,5.8-,"Forgot the entire rack, all slings, too focused on snack selection.  Casual solo. Fun chimney.",https://www.mountainproject.com/route/105970351/bus-stops-here,1,Nevada > Southern Nevada > Red Rocks > (10) Pine Creek Canyon > Brass Wall,"36.12521, -115.49109"
2020-11-29,Go Greyhound,5.11- PG13,,https://www.mountainproject.com/route/105789541/go-greyhound,2,Nevada > Southern Nevada > Red Rocks > (10) Pine Creek Canyon > Brass Wall,"36.12521, -115.49109"
2020-12-21,Shark Bait,5.11d,,https://www.mountainproject.com/route/105810935/shark-bait,1,Arizona > Northern Arizona > Flagstaff Area > The Pit (aka Le Petit Verdon) > (F) Swiss Tower,"35.12928, -111.59745"
2020-12-21,True Value,5.11a,,https://www.mountainproject.com/route/105810916/true-value,1,Arizona > Northern Arizona > Flagstaff Area > The Pit (aka Le Petit Verdon) > (F) Swiss Tower,"35.12928, -111.59745"
2020-12-21,Mr. Slate,5.10b,Pumpy!,https://www.mountainproject.com/route/105810911/mr-slate,1,Arizona > Northern Arizona > Flagstaff Area > The Pit (aka Le Petit Verdon) > (F) Swiss Tower,"35.12928, -111.59745"
2020-12-23,Epitaph,5.10-,,https://www.mountainproject.com/route/106712983/epitaph,3,Arizona > Northern Arizona > Sedona Area > Sedona > Mitten Ridge > Flying Buttress,"34.87684, -111.72573"
2020-12-24,Arch Enemy,5.11+,"Linked 2-3, singles to 4”, excellent bolt placement, cool rap.  Couldn’t find the broken hold on p4, still felt like 11+ not 12-",https://www.mountainproject.com/route/106084264/arch-enemy,6,Arizona > Northern Arizona > Sedona Area > Sedona > Mitten Ridge > Flying Buttress,"34.87684, -111.72573"
2020-12-26,"""Southern Revival"" South Face of Oak Creek Spire",5.12b,All time route and summit. *****,https://www.mountainproject.com/route/108792090/southern-revival-south-face-of-oak-creek-spire,6,Arizona > Northern Arizona > Sedona Area > Village of Oak Creek > Oak Creek Spire Area > Oak Creek Spire,"34.80292, -111.72643"
2020-12-26,Prowler,5.10+,"Great P1, 3 and summit. Approach 2 hours when you accidentally walk eye to eye with the summit of the spire. Doh. ",https://www.mountainproject.com/route/116692764/prowler,4,Arizona > Northern Arizona > Sedona Area > Village of Oak Creek > Bobcat Spire,"34.79294, -111.77679"
2020-12-29,Tufa-one,5.11b,,https://www.mountainproject.com/route/107012739/tufa-one,1,Arizona > Central Arizona > The Homestead > Tufa City,"33.17567, -110.78048"
2020-12-29,John's Meat Market  (aka: Fred's Line),5.11a,,https://www.mountainproject.com/route/106639144/johns-meat-market-aka-freds-line,1,Arizona > Central Arizona > The Homestead > Tufa City,"33.17567, -110.78048"
2020-12-31,The Schwa,5.10d,"Single rack to 4, doubles 3.
Careful with rope drag on the 5.7 if you’re placing pro. ",https://www.mountainproject.com/route/105896507/the-schwa,2,Nevada > Southern Nevada > Red Rocks > (17) Mud Spring Canyon > Mud Spring Wing,"36.02788, -115.46107"
2021-01-01,Candyland,5.1,"Chill roof, but burly p1!  Double .2, .4, .5, 2, small wires, rest singles.  Can link 1 + 2 with a 70. Can leave the tiny cams behind. Rad line!",https://www.mountainproject.com/route/106018270/candyland,5,Arizona > Central Arizona > **Prescott Area > Granite Mountain > Middle Section,"34.62908, -112.56665"
2021-01-02,The Slammer Jam,5.1,"Link 1+2, 3+4. Traverse takes bigger cams, start of p5 takes finger sized. If desperate, grey/purple tcu protects way left. Incredible line. Wildly fun.",https://www.mountainproject.com/route/105886478/the-slammer-jam,5,Arizona > Central Arizona > **Prescott Area > Granite Mountain > Middle Section,"34.62908, -112.56665"
2021-01-02,The Hotline (aka Hiccup Delux),5.1,"Sex is great but have you climbed that last pitch of Reunion?

Double totems, Single purple tcu, no 3.5/4. Blue totem key for p2’s lower traverse for the follower.  Hard if short.",https://www.mountainproject.com/route/106593197/the-hotline-aka-hiccup-delux,3,Arizona > Central Arizona > **Prescott Area > Granite Mountain > Middle Section,"34.62908, -112.56665"
2021-01-03,Crack Lover's Variation,5.9,,https://www.mountainproject.com/route/105977734/crack-lovers-variation,2,Arizona > Central Arizona > **Prescott Area > Granite Mountain > Middle Section,"34.62908, -112.56665"
2021-01-04,Kingpin,5.10 PG13,Linked 2+3. Requires every technique in the playbook. *****,https://www.mountainproject.com/route/105886467/kingpin,5,Arizona > Central Arizona > **Prescott Area > Granite Mountain > Middle Section,"34.62908, -112.56665"
2021-01-05,Little Finger,5.11a,Stout,https://www.mountainproject.com/route/116508498/little-finger,1,Arizona > Central Arizona > **Prescott Area > Granite Dells > Granite Gardens > The Oasis > The Driftwood Wall,"34.60782, -112.41745"
2021-01-05,Co-op Crack,5.10b,Hard start for S.  J free solos. I hate that guy sometimes.,https://www.mountainproject.com/route/105804181/co-op-crack,2,Arizona > Central Arizona > **Prescott Area > Granite Dells > Granite Gardens > High Rappel Area > Co-op Crack Area,"34.60651, -112.42063"
2021-01-09,Courtney,5.12a,"5.9 around the corner, 10c, 11b at Kym’s",https://www.mountainproject.com/route/106183986/courtney,4,California > San Francisco Bay Area > Marin/Northwest Bay Area > Mickey's Beach > Main Rock,"37.88859, -122.63268"
2021-04-03,Cocopuss,5.10-,,https://www.mountainproject.com/route/105942208/cocopuss,1,Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Coco Crag,"36.14645, -115.42297"
2021-04-03,Stupid Cat,5.11a,,https://www.mountainproject.com/route/105942220/stupid-cat,1,Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Coco Crag,"36.14645, -115.42297"
2021-04-03,Snagglepuss,5.11a,**** full value crimp fest,https://www.mountainproject.com/route/108781019/snagglepuss,1,Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Coco Crag,"36.14645, -115.42297"
2021-04-03,Classic Corner,5.8,.5 save for the top,https://www.mountainproject.com/route/105732608/classic-corner,1,Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Red Springs Rock,"36.14611, -115.42222"
2021-04-03,Coco Puffs,5.9,FA in AS,https://www.mountainproject.com/route/106798768/coco-puffs,1,Nevada > Southern Nevada > Red Rocks > (01) Calico Basin > Coco Crag,"36.14645, -115.42297"
2021-04-04,The Delicate Sound of Thunder,5.11b,,https://www.mountainproject.com/route/105732488/the-delicate-sound-of-thunder,2,Nevada > Southern Nevada > Red Rocks > (16) Black Velvet Canyon > Whiskey Peak > North Face,"36.03509, -115.46345"
2021-04-04,Our Father,5.10c/d R,Linked 1-2.  P3 wish I saw the rail.  Damn.  ****,https://www.mountainproject.com/route/105732782/our-father,3,Nevada > Southern Nevada > Red Rocks > (16) Black Velvet Canyon > Whiskey Peak > North Face,"36.03509, -115.46345"
2021-04-05,Three K,5.11b,Excellent and thought provoking,https://www.mountainproject.com/route/109574126/three-k,2,Nevada > Southern Nevada > Red Rocks > (16) Black Velvet Canyon > Burlap Buttress,"36.03705, -115.46378"
2021-04-05,Arrow Place,5.9,Five relaxing fun,https://www.mountainproject.com/route/105732713/arrow-place,2,Nevada > Southern Nevada > Red Rocks > (16) Black Velvet Canyon > Burlap Buttress,"36.03705, -115.46378"
2021-04-06,Fiddler on the Roof,5.10+,"J OS, S 1 point of aid. Exciting traverse.  Above pitches are amazing.",https://www.mountainproject.com/route/105732248/fiddler-on-the-roof,7,Nevada > Southern Nevada > Red Rocks > (16) Black Velvet Canyon > Black Velvet Wall,"36.03518, -115.46652"
2021-04-07,Velvet Revolver,5.11b,"Best climb in Black Velvet so far. DMM offsets were crucial for our belay; other sparse gear works (.75/3).  Boltless, chalk free, spectacular.",https://www.mountainproject.com/route/112213416/velvet-revolver,4,Nevada > Southern Nevada > Red Rocks > (16) Black Velvet Canyon > The Texas Wall / West Velvet Wall,"36.03599, -115.46885"
2021-04-07,Twixt Cradle and Stone,5.10d,"S led the first three, linked into VR",https://www.mountainproject.com/route/112142788/twixt-cradle-and-stone,3,Nevada > Southern Nevada > Red Rocks > (16) Black Velvet Canyon > The Texas Wall / West Velvet Wall,"36.03599, -115.46885"
2021-04-08,Texas Hold 'Em,5.11c,Fell on p7.  Glad about the lack of spray on p9.  Some things should be saved for everyone to discover on their own. It rocked. Also you can swing over if you forget to fix. 2 70s gets you down in no time. ,https://www.mountainproject.com/route/106153152/texas-hold-em,9,Nevada > Southern Nevada > Red Rocks > (16) Black Velvet Canyon > The Texas Wall / West Velvet Wall,"36.03518, -115.46652"
2021-04-09,Earth Juice,5.11b PG13,Linked 1-2 with an 80,https://www.mountainproject.com/route/112842746/earth-juice,2,Nevada > Southern Nevada > Red Rocks > (09) Icebox Canyon > Refrigerator Wall,"36.1437, -115.49583"
2021-04-09,Grape Nuts,5.10c PG13,,https://www.mountainproject.com/route/105964379/grape-nuts,1,Nevada > Southern Nevada > Red Rocks > (09) Icebox Canyon > Refrigerator Wall,"36.1437, -115.49583"
2021-04-09,Amazing Grace,5.9+ PG13,,https://www.mountainproject.com/route/105964367/amazing-grace,1,Nevada > Southern Nevada > Red Rocks > (09) Icebox Canyon > Refrigerator Wall,"36.1437, -115.49583"
2021-04-10,Drifting,5.11c PG13,J OS single rack adequate.  No nuts/RPs used. Challenger approach +1. P1 went in the shade 9:30,https://www.mountainproject.com/route/106062966/drifting,5,Nevada > Southern Nevada > Red Rocks > (10) Pine Creek Canyon > Jet Stream Wall,"36.11759, -115.4926"
2021-04-16,Color Me Gone,5.9,,https://www.mountainproject.com/route/106314282/color-me-gone,1,Nevada > Western Nevada > Carson City Area > Dinosaur Rock,"39.11427, -119.79939"
2021-04-16,The Left Seam,5.9+,,https://www.mountainproject.com/route/106314260/the-left-seam,1,Nevada > Western Nevada > Carson City Area > Dinosaur Rock,"39.11427, -119.79939"
2021-04-16,P.A. Corner,5.10a,,https://www.mountainproject.com/route/106314228/pa-corner,1,Nevada > Western Nevada > Carson City Area > Dinosaur Rock,"39.11427, -119.79939"
2021-04-24,Hoot And Holler,5.11b,,https://www.mountainproject.com/route/120175486/hoot-and-holler,1,Nevada > Western Nevada > Reno Area > Owl Rock > 4. North Wall,"39.36962, -119.69508"
2021-04-24,Too Hoot To Handle,5.9,,https://www.mountainproject.com/route/120175352/too-hoot-to-handle,1,Nevada > Western Nevada > Reno Area > Owl Rock > 1. East Wall,"39.36947, -119.69488"
2021-05-22,Therapy Session,5.11a,,https://www.mountainproject.com/route/108554021/therapy-session,1,California > Lake Tahoe > I-80 Corridor > Auburn and Grass Valley > Auburn SRA > Cave Valley (aka Auburn Quarry) > The Patio,"38.91492, -121.01521"
2021-05-22,Bat Karma,5.13a,,https://www.mountainproject.com/route/108742946/bat-karma,1,California > Lake Tahoe > I-80 Corridor > Auburn and Grass Valley > Auburn SRA > Cave Valley (aka Auburn Quarry) > Horsepoo Canyon,"38.91479, -121.01431"
2021-05-22,Uncomfortably Dumb,5.10b,,https://www.mountainproject.com/route/105735125/uncomfortably-dumb,1,California > Lake Tahoe > I-80 Corridor > Auburn and Grass Valley > Auburn SRA > Cave Valley (aka Auburn Quarry) > Horseshoe Canyon,"38.91479, -121.01431"
2021-05-22,Human Oddity,5.11d,,https://www.mountainproject.com/route/105735308/human-oddity,1,California > Lake Tahoe > I-80 Corridor > Auburn and Grass Valley > Auburn SRA > Cave Valley (aka Auburn Quarry) > Horseshoe Canyon,"38.91479, -121.01431"
2021-05-23,High and Dry,5.10a,The alpine route not in the MP.  Great 10b! ,https://www.mountainproject.com/route/105735035/high-and-dry,1,California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > The Gorge > Upper Gorge > Upper Wall,"39.32993, -120.64268"
2021-05-23,Big Gulp,5.11c/d,,https://www.mountainproject.com/route/108121834/big-gulp,1,California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > The Benches > Fast Food Wall,"39.32749, -120.64662"
2021-05-23,All Beef Patty,5.11a,,https://www.mountainproject.com/route/108238402/all-beef-patty,1,California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > The Benches > Fast Food Wall,"39.32749, -120.64662"
2021-05-23,Please Pull Forward,5.10d,,https://www.mountainproject.com/route/108121861/please-pull-forward,1,California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > The Benches > Fast Food Wall,"39.32749, -120.64662"
2021-05-23,Twice Cooked Whopper,5.11c/d,,https://www.mountainproject.com/route/108121845/twice-cooked-whopper,1,California > Lake Tahoe > I-80 Corridor > Bowman/Emeralds > The Emeralds > The Benches > Fast Food Wall,"39.32749, -120.64662"
2021-05-30,Big Time,5.12a,"doubles black totem to 2; single purple tcu, .75, 3 was nice, took 2 60s and would do it again that way.  ***** route, way to piece together the line like that.  Respect.",https://www.mountainproject.com/route/117701037/big-time,10,California > Sequoia & Kings Canyon NP > Tokopah Valley > The Watchtower,"36.60746, -118.69917"
2021-06-04,Orange Wedge,5.10a,,https://www.mountainproject.com/route/108213266/orange-wedge,1,California > Lake Tahoe > Carson Pass Highway (88) > Woodfords Canyon > Cloudburst Canyon > The Tiers > 2nd Tier,"38.7618, -119.86175"
2021-06-05,Tall People Reach Short People Climb,5.9,S climbed (couldn’t reach); J pink pointed ha,https://www.mountainproject.com/route/108213257/tall-people-reach-short-people-climb,1,California > Lake Tahoe > Carson Pass Highway (88) > Woodfords Canyon > Cloudburst Canyon > The Tiers > 2nd Tier,"38.7618, -119.86175"
2021-06-05,One Of These Days,5.10c,,https://www.mountainproject.com/route/106535215/one-of-these-days,1,California > Lake Tahoe > Carson Pass Highway (88) > Woodfords Canyon > Cloudburst Canyon > One Of These Days Buttress,"38.76132, -119.86108"
2021-06-05,Livin' A Dream,5.12b,,https://www.mountainproject.com/route/108210694/livin-a-dream,1,California > Lake Tahoe > Carson Pass Highway (88) > Woodfords Canyon > Cloudburst Canyon > One Of These Days Buttress,"38.76132, -119.86108"
2021-06-07,Bush League,5.10a,,https://www.mountainproject.com/route/106934267/bush-league,1,California > Lake Tahoe > Carson Pass Highway (88) > Woodfords Canyon > Cloudburst Canyon > One Of These Days Buttress,"38.76132, -119.86108"
2021-08-01,The Dike Route,5.9 R,Linked without enough draws.  Unnervingly good.  Bring at least 7 next time. ,https://www.mountainproject.com/route/105862957/the-dike-route,5,California > Yosemite National Park > Tuolumne Meadows > Pywiack Dome,"37.8453, -119.444"
2021-08-20,"Saber Ridge traverse, south to north",5.7,"Wild fires ablaze, climbed with n95s, still an awesome time out, easy to get off route and make it hard down low so pay attention.  ",https://www.mountainproject.com/route/108245066/saber-ridge-traverse-south-to-north,20,California > Sequoia & Kings Canyon NP > Tamarack Lake Area > Saber Ridge,"36.59299, -118.57082"
2021-09-01,Climax Control,5.11b/c,,https://www.mountainproject.com/route/105805759/climax-control,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country,"47.81962, -121.56921"
2021-09-01,Princely Ambitions,5.9,,https://www.mountainproject.com/route/105790710/princely-ambitions,2,"Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Town Wall > (C) Main Wall, left side","47.81847, -121.57139"
2021-09-01,Cunning Stunt,5.10c/d,,https://www.mountainproject.com/route/105800865/cunning-stunt,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country,"47.81962, -121.56921"
2021-09-01,Tunnel Vision,5.10d,,https://www.mountainproject.com/route/107818883/tunnel-vision,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country,"47.81962, -121.56921"
2021-09-01,SS Ultrabrutal,5.7,,https://www.mountainproject.com/route/105790674/ss-ultrabrutal,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > The Country Area > (c) The Country,"47.81962, -121.56921"
2021-09-02,Twelve Gauge IQ,5.12b,SC,https://www.mountainproject.com/route/106329281/twelve-gauge-iq,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Middle Town Walls > The Blues Cliff,"47.81993, -121.5696"
2021-09-02,Black Cat Bone,5.11c,Wonderful bag of everything.  Wow.,https://www.mountainproject.com/route/106329275/black-cat-bone,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Middle Town Walls > The Blues Cliff,"47.81993, -121.5696"
2021-09-02,Tatoosh,5.10b,,https://www.mountainproject.com/route/106171292/tatoosh,1,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Lower Town Wall > (D) Narrow Arrow and further right,"47.81859, -121.57101"
2021-09-04,Heaven's Gate,5.11a,,https://www.mountainproject.com/route/105816053/heavens-gate,4,Washington > Central-West Cascades & Seattle > Skykomish Valley > Index > Upper Town Wall > (d) Dana's Arch Area,"47.82354, -121.56683"
2021-09-05,Der Sportsman,5.11+,,https://www.mountainproject.com/route/107641573/der-sportsman,6,"Washington > Central-East Cascades, Wenatchee, & Leavenworth > Stuart-Enchantments > Prusik Peak","47.48786, -120.78373"
2021-09-06,East Face,5.9+,,https://www.mountainproject.com/route/106482011/east-face,10,Washington > Northwest Region > Hwy 20 and North Cascades National Park > North Cascades > Washington Pass > Liberty Bell Group > Lexington Tower,"	48.5144, -120.6575"
2021-09-07,Tooth and Claw,5.12a,,https://www.mountainproject.com/route/112067014/tooth-and-claw,8,Washington > Northwest Region > Hwy 20 and North Cascades National Park > North Cascades > Washington Pass > Liberty Bell Group > Lexington Tower,"48.5144, -120.6575"
2021-09-08,Cold Beer in the River,5.10b,,https://www.mountainproject.com/route/106261309/cold-beer-in-the-river,3,Washington > Northwest Region > Hwy 20 and North Cascades National Park > Upper Skagit Valley > Ryan's Wall,"48.67782, -121.24374"
2021-09-08,Luna Park,5.11b,,https://www.mountainproject.com/route/106261297/luna-park,1,Washington > Northwest Region > Hwy 20 and North Cascades National Park > Upper Skagit Valley > Ryan's Wall,"48.67782, -121.24374"
2021-09-09,Business Before Pleasure,5.12a/b,,https://www.mountainproject.com/route/106846489/business-before-pleasure,1,Washington > Northwest Region > Hwy 20 and North Cascades National Park > Upper Skagit Valley > Ryan's Wall,"48.67782, -121.24374"
2021-09-09,Lockjaw,5.12b,,https://www.mountainproject.com/route/106846495/lockjaw,1,Washington > Northwest Region > Hwy 20 and North Cascades National Park > Upper Skagit Valley > Ryan's Wall,"48.67782, -121.24374"
2021-09-09,Serendipity,5.11c,,https://www.mountainproject.com/route/106846471/serendipity,1,Washington > Northwest Region > Hwy 20 and North Cascades National Park > Upper Skagit Valley > Ryan's Wall,"48.67782, -121.24374"
2021-09-09,Cinnamon Groove,5.12c,,https://www.mountainproject.com/route/106816391/cinnamon-groove,1,Washington > Northwest Region > Hwy 20 and North Cascades National Park > Upper Skagit Valley > Ryan's Wall,"48.67782, -121.24374"
2021-09-09,Kate Moss,5.11a,,https://www.mountainproject.com/route/106282862/kate-moss,1,Washington > Northwest Region > Hwy 20 and North Cascades National Park > Upper Skagit Valley > Ryan's Wall,"48.67782, -121.24374"
2021-09-10,Ellen Pea,5.11 PG13,"JC and SC onsighted.  Hard p2, wild p3, direct p6 great.  Awesome route. Walk off from upper ledge faster than rapping.  ",https://www.mountainproject.com/route/106565918/ellen-pea,7,Washington > Northwest Region > Hwy 20 and North Cascades National Park > North Cascades > Washington Pass > M&M Wall (Supercave),"48.54793, -120.63975"
2021-09-11,Vomit Launch,5.11b,,https://www.mountainproject.com/route/105789348/vomit-launch,1,Oregon > Central Oregon > Smith Rock > (f) Cocaine Gully,"44.36719, -121.14307"
